,GOterm
prmt7,GO:1903902
paf1,GO:1903902
mphosph8,GO:1903902
tet2,GO:1903902
bcor,GO:1903902
nsun2,GO:1903902
nsd3,GO:1903902
trmt10c,GO:1903902
trmt61b,GO:1903902
pih1d1,GO:1903902
prmt6,GO:1903902
coprs,GO:1903902
ndufaf7,GO:1903902
iws1,GO:1903902
atf7ip,GO:1903902
cmtr2,GO:1903902
mettl2b,GO:1903902
ash1l,GO:1903902
kmt2e,GO:1903902
mepce,GO:1903902
mettl3,GO:1903902
mettl3,GO:1903902
prmt8,GO:1903902
smyd2,GO:1903902
znf304,GO:1903902
trmt5,GO:1903902
bend3,GO:1903902
bend3,GO:1903902
mettl14,GO:1903902
mettl14,GO:1903902
prdm12,GO:1903902
prdm12,GO:1903902
nsun3,GO:1903902
znf335,GO:1903902
nsd1,GO:1903902
mettl22,GO:1903902
vcpkmt,GO:1903902
vcpkmt,GO:1903902
ehmt1,GO:1903902
setd6,GO:1903902
grhl2,GO:1903902
grhl2,GO:1903902
tet1,GO:1903902
wdr82,GO:1903902
wdr61,GO:1903902
setd7,GO:1903902
setdb2,GO:1903902
dot1l,GO:1903902
dpy30,GO:1903902
alkbh8,GO:1903902
trmt10a,GO:1903902
tgs1,GO:1903902
bud23,GO:1903902
trmt61a,GO:1903902
ctcfl,GO:1903902
bcdin3d,GO:1903902
mettl21a,GO:1903902
eef2kmt,GO:1903902
mettl21c,GO:1903902
tet3,GO:1903902
eef1akmt1,GO:1903902
etfbkmt,GO:1903902
fam98b,GO:1903902
zfp57,GO:1903902
nsun4,GO:1903902
kmt5a,GO:1903902
eef1akmt2,GO:1903902
mir29a,GO:1903902
mir29b1,GO:1903902
mir29b2,GO:1903902
mir29c,GO:1903902
cskmt,GO:1903902
mapt-as1,GO:1903902
st6gal1,GO:1904973
st3gal2,GO:1904973
st3gal4,GO:1904973
st6galnac2,GO:1904973
st8sia3,GO:1904973
ctbp1,GO:0046719
elk4,GO:0046719
ep300,GO:0046719
fnta,GO:0046719
hdac1,GO:0046719
hdac1,GO:0046719
hdac2,GO:0046719
ifng,GO:0046719
phb,GO:0046719
ppt1,GO:0046719
rest,GO:0046719
vegfa,GO:0046719
hdac3,GO:0046719
hdac9,GO:0046719
hdac4,GO:0046719
hdac4,GO:0046719
hdac6,GO:0046719
hdac6,GO:0046719
hdac5,GO:0046719
hdac5,GO:0046719
akap8,GO:0046719
rbm14,GO:0046719
morf4l1,GO:0046719
prdm5,GO:0046719
lypla2,GO:0046719
sirt2,GO:0046719
sirt2,GO:0046719
rcor1,GO:0046719
sirt5,GO:0046719
sirt3,GO:0046719
sirt3,GO:0046719
sirt1,GO:0046719
sirt1,GO:0046719
nipbl,GO:0046719
brms1,GO:0046719
sin3a,GO:0046719
akap8l,GO:0046719
sirt7,GO:0046719
mier2,GO:0046719
bex4,GO:0046719
smarcad1,GO:0046719
mier1,GO:0046719
ccar2,GO:0046719
suds3,GO:0046719
hdac11,GO:0046719
hdac10,GO:0046719
notum,GO:0046719
sdr16c5,GO:0046719
c6orf89,GO:0046719
usp17l2,GO:0046719
adm,GO:0046782
grk2,GO:0046782
grk3,GO:0046782
angpt1,GO:0046782
anxa2,GO:0046782
apoe,GO:0046782
arrb1,GO:0046782
arrb2,GO:0046782
arrb2,GO:0046782
cav1,GO:0046782
cav1,GO:0046782
cav3,GO:0046782
cd63,GO:0046782
ap2m1,GO:0046782
cltc,GO:0046782
dnm2,GO:0046782
drd3,GO:0046782
ece1,GO:0046782
edn1,GO:0046782
egf,GO:0046782
fmr1,GO:0046782
grk4,GO:0046782
grb2,GO:0046782
gtf2h2,GO:0046782
hdac1,GO:0046782
hdac2,GO:0046782
hif1a,GO:0046782
hnrnpk,GO:0046782
hoxa5,GO:0046782
cxcl8,GO:0046782
cxcr1,GO:0046782
cxcr2,GO:0046782
il10,GO:0046782
itgav,GO:0046782
itgb3,GO:0046782
nedd4,GO:0046782
nsf,GO:0046782
ntf3,GO:0046782
furin,GO:0046782
ppara,GO:0046782
pparg,GO:0046782
ptpn1,GO:0046782
rab5a,GO:0046782
atxn2,GO:0046782
sdcbp,GO:0046782
sele,GO:0046782
sfrp4,GO:0046782
snca,GO:0046782
snx1,GO:0046782
tfrc,GO:0046782
tgfb1,GO:0046782
tnf,GO:0046782
uvrag,GO:0046782
vegfa,GO:0046782
picalm,GO:0046782
becn1,GO:0046782
apln,GO:0046782
rab29,GO:0046782
adipoq,GO:0046782
nr1d1,GO:0046782
gprasp1,GO:0046782
gprasp1,GO:0046782
tbc1d5,GO:0046782
magi2,GO:0046782
hdac6,GO:0046782
nr1h3,GO:0046782
optn,GO:0046782
calcrl,GO:0046782
flot1,GO:0046782
ramp2,GO:0046782
ramp1,GO:0046782
ramp3,GO:0046782
arfgef2,GO:0046782
rab31,GO:0046782
lmtk2,GO:0046782
inpp5f,GO:0046782
dkk1,GO:0046782
scrib,GO:0046782
ldlrap1,GO:0046782
ubqln2,GO:0046782
ehd3,GO:0046782
pik3r4,GO:0046782
trat1,GO:0046782
sh3glb1,GO:0046782
necab2,GO:0046782
rnf43,GO:0046782
ap1ar,GO:0046782
kif16b,GO:0046782
scyl2,GO:0046782
ackr3,GO:0046782
smurf1,GO:0046782
ace2,GO:0046782
ankrd13c,GO:0046782
itch,GO:0046782
snx25,GO:0046782
znrf3,GO:0046782
wnt3a,GO:0046782
tbc1d16,GO:0046782
pheta1,GO:0046782
pheta2,GO:0046782
dtx3l,GO:0046782
pcsk9,GO:0046782
rspo1,GO:0046782
rep15,GO:0046782
becn2,GO:0046782
becn2,GO:0046782
apela,GO:0046782
anxa2,GO:0048524
ece1,GO:0048524
nsf,GO:0048524
snca,GO:0048524
rab29,GO:0048524
optn,GO:0048524
ramp3,GO:0048524
inpp5f,GO:0048524
scrib,GO:0048524
trat1,GO:0048524
ap1ar,GO:0048524
kif16b,GO:0048524
tbc1d16,GO:0048524
pcsk9,GO:0048524
angpt1,GO:0048525
arrb1,GO:0048525
arrb2,GO:0048525
cd63,GO:0048525
egf,GO:0048525
fmr1,GO:0048525
ntf3,GO:0048525
atxn2,GO:0048525
sdcbp,GO:0048525
sele,GO:0048525
sfrp4,GO:0048525
vegfa,GO:0048525
apln,GO:0048525
tbc1d5,GO:0048525
magi2,GO:0048525
flot1,GO:0048525
dkk1,GO:0048525
ubqln2,GO:0048525
necab2,GO:0048525
scyl2,GO:0048525
wnt3a,GO:0048525
pcsk9,GO:0048525
rspo1,GO:0048525
apela,GO:0048525
abl1,GO:1903900
abl1,GO:1903900
acvr1,GO:1903900
acvr1,GO:1903900
acvr2a,GO:1903900
acvrl1,GO:1903900
acvrl1,GO:1903900
adam8,GO:1903900
adcyap1,GO:1903900
parp1,GO:1903900
adra1b,GO:1903900
adra1a,GO:1903900
adra2a,GO:1903900
adra2b,GO:1903900
adra2c,GO:1903900
adrb2,GO:1903900
adrb2,GO:1903900
adrb3,GO:1903900
jag1,GO:1903900
agt,GO:1903900
agt,GO:1903900
agtr1,GO:1903900
agtr2,GO:1903900
aplnr,GO:1903900
akt1,GO:1903900
akt1,GO:1903900
akt2,GO:1903900
alox12b,GO:1903900
alox12b,GO:1903900
alox15,GO:1903900
amh,GO:1903900
ang,GO:1903900
angpt1,GO:1903900
anxa2,GO:1903900
apaf1,GO:1903900
apbb1,GO:1903900
aire,GO:1903900
aire,GO:1903900
birc2,GO:1903900
birc3,GO:1903900
xiap,GO:1903900
apoa2,GO:1903900
apoe,GO:1903900
app,GO:1903900
app,GO:1903900
fas,GO:1903900
faslg,GO:1903900
ar,GO:1903900
ar,GO:1903900
araf,GO:1903900
areg,GO:1903900
arf4,GO:1903900
rhoa,GO:1903900
rhog,GO:1903900
phox2a,GO:1903900
phox2a,GO:1903900
arnt,GO:1903900
arntl,GO:1903900
arntl,GO:1903900
arrb1,GO:1903900
arrb1,GO:1903900
arrb2,GO:1903900
arrb2,GO:1903900
ascl1,GO:1903900
asph,GO:1903900
zfhx3,GO:1903900
atf1,GO:1903900
atf3,GO:1903900
atf4,GO:1903900
atf4,GO:1903900
atm,GO:1903900
atp2b4,GO:1903900
atrx,GO:1903900
avp,GO:1903900
azu1,GO:1903900
azu1,GO:1903900
bad,GO:1903900
bak1,GO:1903900
bax,GO:1903900
bax,GO:1903900
ccnd1,GO:1903900
bcl3,GO:1903900
bcl3,GO:1903900
blm,GO:1903900
bmi1,GO:1903900
bmp2,GO:1903900
bmp2,GO:1903900
bmp4,GO:1903900
bmp4,GO:1903900
bmp5,GO:1903900
bmp6,GO:1903900
bmp7,GO:1903900
bmpr1a,GO:1903900
bmpr1a,GO:1903900
bmpr1b,GO:1903900
bmpr2,GO:1903900
bok,GO:1903900
foxl2,GO:1903900
brca1,GO:1903900
brca1,GO:1903900
braf,GO:1903900
braf,GO:1903900
brca2,GO:1903900
zfp36l1,GO:1903900
zfp36l1,GO:1903900
zfp36l2,GO:1903900
klf5,GO:1903900
c3,GO:1903900
c4bpa,GO:1903900
c4bpb,GO:1903900
c5ar1,GO:1903900
pttg1ip,GO:1903900
calca,GO:1903900
calm1,GO:1903900
calm2,GO:1903900
calm3,GO:1903900
camk4,GO:1903900
capn3,GO:1903900
casp1,GO:1903900
casp8,GO:1903900
cav1,GO:1903900
cav1,GO:1903900
cav2,GO:1903900
runx2,GO:1903900
runx2,GO:1903900
runx1,GO:1903900
runx1,GO:1903900
cbfa2t3,GO:1903900
runx3,GO:1903900
ccnd2,GO:1903900
ccnd3,GO:1903900
ccnh,GO:1903900
ccnt1,GO:1903900
ccnt2,GO:1903900
cct6a,GO:1903900
cd3d,GO:1903900
cd3e,GO:1903900
cd4,GO:1903900
cd28,GO:1903900
cd28,GO:1903900
cd80,GO:1903900
tnfrsf8,GO:1903900
cd38,GO:1903900
cd40,GO:1903900
cd40lg,GO:1903900
cd44,GO:1903900
cd63,GO:1903900
cd74,GO:1903900
cd74,GO:1903900
cd81,GO:1903900
cd81,GO:1903900
cdc5l,GO:1903900
cdc20,GO:1903900
cdh1,GO:1903900
cdh3,GO:1903900
cdh13,GO:1903900
cdk7,GO:1903900
cdk9,GO:1903900
cdkn1a,GO:1903900
cdkn1b,GO:1903900
cdx1,GO:1903900
cdx1,GO:1903900
cdx4,GO:1903900
cdx4,GO:1903900
cebpa,GO:1903900
cebpa,GO:1903900
cebpb,GO:1903900
cebpe,GO:1903900
cebpg,GO:1903900
cenpe,GO:1903900
chi3l1,GO:1903900
chrna7,GO:1903900
chuk,GO:1903900
chuk,GO:1903900
cirbp,GO:1903900
clu,GO:1903900
ccr1,GO:1903900
plk3,GO:1903900
cntf,GO:1903900
col1a1,GO:1903900
col4a3,GO:1903900
klf6,GO:1903900
cr1,GO:1903900
creb1,GO:1903900
atf2,GO:1903900
atf2,GO:1903900
crebbp,GO:1903900
atf6b,GO:1903900
crp,GO:1903900
crx,GO:1903900
mapk14,GO:1903900
csf1,GO:1903900
csf1r,GO:1903900
csf2,GO:1903900
csf3,GO:1903900
csnk1a1,GO:1903900
csnk1d,GO:1903900
csnk2a1,GO:1903900
csnk2b,GO:1903900
cspg4,GO:1903900
nkx2-5,GO:1903900
nkx2-5,GO:1903900
ctbp1,GO:1903900
ctbp2,GO:1903900
ctf1,GO:1903900
ctgf,GO:1903900
ctnnb1,GO:1903900
ctnnb1,GO:1903900
ctsh,GO:1903900
dab2,GO:1903900
dab2,GO:1903900
dgkq,GO:1903900
dgkq,GO:1903900
dap,GO:1903900
dapk1,GO:1903900
daz1,GO:1903900
dazl,GO:1903900
dbp,GO:1903900
ddb1,GO:1903900
gadd45a,GO:1903900
ddit3,GO:1903900
ddit3,GO:1903900
ddx3x,GO:1903900
ddx3x,GO:1903900
ddx5,GO:1903900
dhx9,GO:1903900
ddx11,GO:1903900
ddx11,GO:1903900
gsdme,GO:1903900
dkc1,GO:1903900
dlx1,GO:1903900
dlx5,GO:1903900
dna2,GO:1903900
dnmt1,GO:1903900
dnmt3b,GO:1903900
drd1,GO:1903900
drd4,GO:1903900
dvl1,GO:1903900
dvl1,GO:1903900
dvl2,GO:1903900
dvl2,GO:1903900
dvl3,GO:1903900
dvl3,GO:1903900
dyrk1a,GO:1903900
e2f1,GO:1903900
e2f1,GO:1903900
e2f2,GO:1903900
e2f3,GO:1903900
e2f4,GO:1903900
gpr183,GO:1903900
ece1,GO:1903900
ect2,GO:1903900
edn1,GO:1903900
edn3,GO:1903900
eef2,GO:1903900
efna1,GO:1903900
egf,GO:1903900
egf,GO:1903900
egfr,GO:1903900
egfr,GO:1903900
egr1,GO:1903900
egr1,GO:1903900
egr2,GO:1903900
egr4,GO:1903900
eif4g1,GO:1903900
elane,GO:1903900
elavl1,GO:1903900
elavl1,GO:1903900
elf1,GO:1903900
elf2,GO:1903900
elf3,GO:1903900
elf4,GO:1903900
elk1,GO:1903900
elk1,GO:1903900
elk3,GO:1903900
elk4,GO:1903900
emp2,GO:1903900
eng,GO:1903900
eno1,GO:1903900
ep300,GO:1903900
ep300,GO:1903900
epas1,GO:1903900
ephx2,GO:1903900
epo,GO:1903900
erbb2,GO:1903900
erbb2,GO:1903900
erbb3,GO:1903900
erbb4,GO:1903900
ercc2,GO:1903900
ereg,GO:1903900
ercc3,GO:1903900
ercc6,GO:1903900
erg,GO:1903900
erg,GO:1903900
ern1,GO:1903900
esr1,GO:1903900
esr1,GO:1903900
esr2,GO:1903900
ets1,GO:1903900
ets1,GO:1903900
ets2,GO:1903900
etv1,GO:1903900
etv4,GO:1903900
etv5,GO:1903900
mecom,GO:1903900
eya1,GO:1903900
eya3,GO:1903900
ezh2,GO:1903900
f2,GO:1903900
f2r,GO:1903900
f2rl1,GO:1903900
f3,GO:1903900
f12,GO:1903900
ptk2b,GO:1903900
ptk2b,GO:1903900
bptf,GO:1903900
fcer2,GO:1903900
fga,GO:1903900
fgb,GO:1903900
fgf1,GO:1903900
fgf1,GO:1903900
fgf2,GO:1903900
fgf4,GO:1903900
fgf7,GO:1903900
fgf10,GO:1903900
fgf10,GO:1903900
fgfr1,GO:1903900
fgfr1,GO:1903900
fgfr3,GO:1903900
fgfr2,GO:1903900
fgfr4,GO:1903900
fgg,GO:1903900
fkbp1a,GO:1903900
foxf1,GO:1903900
foxf1,GO:1903900
foxf2,GO:1903900
foxf2,GO:1903900
foxc1,GO:1903900
foxc1,GO:1903900
foxi1,GO:1903900
foxj1,GO:1903900
foxc2,GO:1903900
foxe1,GO:1903900
foxm1,GO:1903900
foxm1,GO:1903900
foxd2,GO:1903900
foxo1,GO:1903900
foxo1,GO:1903900
foxo3,GO:1903900
fli1,GO:1903900
flt1,GO:1903900
flt4,GO:1903900
fmr1,GO:1903900
fmr1,GO:1903900
fn1,GO:1903900
fnta,GO:1903900
fos,GO:1903900
fos,GO:1903900
fosl2,GO:1903900
mtor,GO:1903900
mtor,GO:1903900
fshr,GO:1903900
nr5a2,GO:1903900
nr5a1,GO:1903900
nr5a1,GO:1903900
fzd2,GO:1903900
xrcc6,GO:1903900
xrcc6,GO:1903900
gabpa,GO:1903900
gabpa,GO:1903900
gabpb1,GO:1903900
galr1,GO:1903900
gas6,GO:1903900
gata1,GO:1903900
gata1,GO:1903900
gata2,GO:1903900
gata2,GO:1903900
gata3,GO:1903900
gata3,GO:1903900
gata4,GO:1903900
gata6,GO:1903900
gba,GO:1903900
gck,GO:1903900
kat2a,GO:1903900
gcnt2,GO:1903900
gdf2,GO:1903900
mstn,GO:1903900
gdnf,GO:1903900
gh1,GO:1903900
gli1,GO:1903900
gli2,GO:1903900
gli3,GO:1903900
gli3,GO:1903900
golga2,GO:1903900
gpld1,GO:1903900
gper1,GO:1903900
gper1,GO:1903900
gpr37,GO:1903900
nr3c1,GO:1903900
nr3c1,GO:1903900
grm4,GO:1903900
gsk3a,GO:1903900
gsk3b,GO:1903900
gsn,GO:1903900
gtf2a2,GO:1903900
gtf2b,GO:1903900
gtf2h1,GO:1903900
hist1h1b,GO:1903900
h2afz,GO:1903900
has3,GO:1903900
hcfc1,GO:1903900
hcfc1,GO:1903900
hcls1,GO:1903900
hdac1,GO:1903900
hdac1,GO:1903900
hdac2,GO:1903900
hfe,GO:1903900
hgf,GO:1903900
nrg1,GO:1903900
hhex,GO:1903900
hif1a,GO:1903900
hif1a,GO:1903900
hip1,GO:1903900
ube2k,GO:1903900
zbtb48,GO:1903900
hlf,GO:1903900
hmgb1,GO:1903900
hmgb2,GO:1903900
hmga1,GO:1903900
nr4a1,GO:1903900
foxa1,GO:1903900
foxa1,GO:1903900
foxa2,GO:1903900
foxa3,GO:1903900
hnf4a,GO:1903900
hnf4a,GO:1903900
hnf4g,GO:1903900
hnrnpa1,GO:1903900
hnrnpc,GO:1903900
hnrnpd,GO:1903900
hnrnpk,GO:1903900
hnrnpu,GO:1903900
hnrnpu,GO:1903900
tlx2,GO:1903900
hoxa1,GO:1903900
hoxa5,GO:1903900
hoxa7,GO:1903900
hoxa10,GO:1903900
hoxb1,GO:1903900
hoxb2,GO:1903900
hoxb3,GO:1903900
hoxb4,GO:1903900
hoxb7,GO:1903900
hoxc4,GO:1903900
hoxc10,GO:1903900
hoxc11,GO:1903900
hoxd3,GO:1903900
hoxd3,GO:1903900
hoxd4,GO:1903900
hoxd8,GO:1903900
hoxd13,GO:1903900
hpn,GO:1903900
hras,GO:1903900
prmt2,GO:1903900
hsf1,GO:1903900
hsf1,GO:1903900
hsf2,GO:1903900
hspa1a,GO:1903900
hspa1a,GO:1903900
hspa1b,GO:1903900
hsp90aa1,GO:1903900
hsp90ab1,GO:1903900
hspd1,GO:1903900
htr2a,GO:1903900
htr2b,GO:1903900
htr2c,GO:1903900
icam1,GO:1903900
irf8,GO:1903900
ifi16,GO:1903900
ifi16,GO:1903900
ifi27,GO:1903900
ifna2,GO:1903900
ifna2,GO:1903900
ifnb1,GO:1903900
ifng,GO:1903900
igf1,GO:1903900
igf1,GO:1903900
igf1r,GO:1903900
igf2,GO:1903900
cyr61,GO:1903900
rbpj,GO:1903900
rbpj,GO:1903900
ikbkb,GO:1903900
il1a,GO:1903900
il1a,GO:1903900
il1b,GO:1903900
il1b,GO:1903900
il2,GO:1903900
il3,GO:1903900
il4,GO:1903900
il6,GO:1903900
il6,GO:1903900
il6r,GO:1903900
il6r,GO:1903900
il6st,GO:1903900
il10,GO:1903900
il10,GO:1903900
il11,GO:1903900
il12a,GO:1903900
il12b,GO:1903900
il17a,GO:1903900
il18,GO:1903900
foxk2,GO:1903900
ilf2,GO:1903900
ilf3,GO:1903900
ilk,GO:1903900
ing2,GO:1903900
inhba,GO:1903900
ins,GO:1903900
ins,GO:1903900
insig1,GO:1903900
insr,GO:1903900
insr,GO:1903900
eif3e,GO:1903900
irak1,GO:1903900
itga6,GO:1903900
irf1,GO:1903900
irf1,GO:1903900
irf2,GO:1903900
irf3,GO:1903900
irf3,GO:1903900
irf4,GO:1903900
irf5,GO:1903900
irf6,GO:1903900
irf7,GO:1903900
irf7,GO:1903900
irs1,GO:1903900
itga1,GO:1903900
itga5,GO:1903900
itgb3,GO:1903900
itgb8,GO:1903900
jun,GO:1903900
jun,GO:1903900
junb,GO:1903900
jund,GO:1903900
kars,GO:1903900
kdr,GO:1903900
kdr,GO:1903900
kit,GO:1903900
kit,GO:1903900
kras,GO:1903900
lck,GO:1903900
lep,GO:1903900
lgals9,GO:1903900
lgals9,GO:1903900
lif,GO:1903900
lims1,GO:1903900
lmo1,GO:1903900
lmo2,GO:1903900
lrp1,GO:1903900
lrp6,GO:1903900
lrp6,GO:1903900
lrp5,GO:1903900
ltbr,GO:1903900
ltf,GO:1903900
lyl1,GO:1903900
lyn,GO:1903900
epcam,GO:1903900
smad1,GO:1903900
smad2,GO:1903900
smad2,GO:1903900
smad3,GO:1903900
smad3,GO:1903900
smad4,GO:1903900
smad7,GO:1903900
magea2,GO:1903900
mars,GO:1903900
mbp,GO:1903900
cd46,GO:1903900
mdm2,GO:1903900
mecp2,GO:1903900
mef2a,GO:1903900
mef2c,GO:1903900
mef2c,GO:1903900
mef2d,GO:1903900
mefv,GO:1903900
meis2,GO:1903900
map3k4,GO:1903900
map3k4,GO:1903900
map3k5,GO:1903900
map3k5,GO:1903900
meox2,GO:1903900
meox2,GO:1903900
met,GO:1903900
meltf,GO:1903900
kitlg,GO:1903900
mgmt,GO:1903900
ciita,GO:1903900
ciita,GO:1903900
mid1,GO:1903900
mif,GO:1903900
mitf,GO:1903900
mitf,GO:1903900
atxn3,GO:1903900
map3k10,GO:1903900
map3k11,GO:1903900
kmt2a,GO:1903900
kmt2a,GO:1903900
mllt3,GO:1903900
foxo4,GO:1903900
mmp9,GO:1903900
mmp12,GO:1903900
mnat1,GO:1903900
mnat1,GO:1903900
mre11,GO:1903900
mre11,GO:1903900
cited1,GO:1903900
mst1r,GO:1903900
mt3,GO:1903900
mtcp1,GO:1903900
mtf1,GO:1903900
muc1,GO:1903900
musk,GO:1903900
myb,GO:1903900
myb,GO:1903900
mybl1,GO:1903900
mybl2,GO:1903900
myc,GO:1903900
myc,GO:1903900
mycn,GO:1903900
mycn,GO:1903900
myd88,GO:1903900
gadd45b,GO:1903900
myo6,GO:1903900
myod1,GO:1903900
myog,GO:1903900
ppp1r12a,GO:1903900
ppp1r12a,GO:1903900
nbn,GO:1903900
nbn,GO:1903900
ncbp1,GO:1903900
nck1,GO:1903900
ncl,GO:1903900
ndp,GO:1903900
nedd4,GO:1903900
nek2,GO:1903900
neurod1,GO:1903900
nfatc1,GO:1903900
nfatc2,GO:1903900
nfia,GO:1903900
nfatc3,GO:1903900
nfatc3,GO:1903900
nfe2l2,GO:1903900
nfe2l2,GO:1903900
nfib,GO:1903900
nfic,GO:1903900
nfix,GO:1903900
nfkb1,GO:1903900
nfkb1,GO:1903900
nfkb2,GO:1903900
nfkbia,GO:1903900
nfkbia,GO:1903900
ngf,GO:1903900
ngfr,GO:1903900
ngfr,GO:1903900
nhlh1,GO:1903900
nkx3-1,GO:1903900
nkx3-1,GO:1903900
nme2,GO:1903900
nodal,GO:1903900
nodal,GO:1903900
notch1,GO:1903900
notch2,GO:1903900
npas2,GO:1903900
npas2,GO:1903900
npat,GO:1903900
npm1,GO:1903900
npm1,GO:1903900
nrdc,GO:1903900
nrf1,GO:1903900
nrl,GO:1903900
nrl,GO:1903900
ybx1,GO:1903900
ybx1,GO:1903900
nsf,GO:1903900
nsf,GO:1903900
ntf3,GO:1903900
ntrk1,GO:1903900
ntrk3,GO:1903900
ddr2,GO:1903900
nup98,GO:1903900
nvl,GO:1903900
oaz1,GO:1903900
oprd1,GO:1903900
osm,GO:1903900
otx1,GO:1903900
otx2,GO:1903900
p2rx7,GO:1903900
pak1,GO:1903900
pak1,GO:1903900
pak2,GO:1903900
prkn,GO:1903900
prkn,GO:1903900
parn,GO:1903900
pax2,GO:1903900
pax3,GO:1903900
pax6,GO:1903900
pbx2,GO:1903900
pcna,GO:1903900
pcna,GO:1903900
pdcd2,GO:1903900
pde8a,GO:1903900
pdgfa,GO:1903900
pdgfa,GO:1903900
pdgfb,GO:1903900
pdgfb,GO:1903900
pdgfra,GO:1903900
pdgfra,GO:1903900
pdgfrb,GO:1903900
pdgfrb,GO:1903900
enpp2,GO:1903900
pdpk1,GO:1903900
pf4,GO:1903900
pfkm,GO:1903900
pfn2,GO:1903900
pgr,GO:1903900
phb,GO:1903900
phb,GO:1903900
phf1,GO:1903900
phf2,GO:1903900
serpinb9,GO:1903900
pik3cb,GO:1903900
pik3cd,GO:1903900
pik3cg,GO:1903900
pik3r1,GO:1903900
pin1,GO:1903900
pip,GO:1903900
pitx2,GO:1903900
pkd1,GO:1903900
pkd2,GO:1903900
pkd2,GO:1903900
pkp1,GO:1903900
pla2g1b,GO:1903900
pla2g2a,GO:1903900
pla2g5,GO:1903900
plag1,GO:1903900
plagl1,GO:1903900
plaur,GO:1903900
serpinf2,GO:1903900
plk1,GO:1903900
plk1,GO:1903900
plscr1,GO:1903900
plscr1,GO:1903900
pmaip1,GO:1903900
pml,GO:1903900
sept4,GO:1903900
polr2a,GO:1903900
pomc,GO:1903900
pou1f1,GO:1903900
pou2f1,GO:1903900
pou2f1,GO:1903900
pou4f2,GO:1903900
pou4f3,GO:1903900
pou5f1,GO:1903900
pou5f1,GO:1903900
ppara,GO:1903900
ppard,GO:1903900
pparg,GO:1903900
pparg,GO:1903900
med1,GO:1903900
med1,GO:1903900
ppm1a,GO:1903900
ppp1r7,GO:1903900
ppp1r10,GO:1903900
ppp2ca,GO:1903900
ptpa,GO:1903900
ppp2r5a,GO:1903900
ppp3ca,GO:1903900
ppp3cb,GO:1903900
ppp3r1,GO:1903900
prkaa1,GO:1903900
prkab1,GO:1903900
pkib,GO:1903900
prkag1,GO:1903900
prkcd,GO:1903900
prkcd,GO:1903900
prkcg,GO:1903900
prkd1,GO:1903900
prkcq,GO:1903900
prkcz,GO:1903900
prkdc,GO:1903900
mapk1,GO:1903900
mapk1,GO:1903900
mapk3,GO:1903900
mapk7,GO:1903900
mapk8,GO:1903900
mapk11,GO:1903900
mapk9,GO:1903900
map2k1,GO:1903900
map2k1,GO:1903900
map2k2,GO:1903900
map2k2,GO:1903900
map2k3,GO:1903900
map2k6,GO:1903900
map2k7,GO:1903900
eif2ak2,GO:1903900
prl,GO:1903900
prlr,GO:1903900
prnp,GO:1903900
prox1,GO:1903900
prox1,GO:1903900
psen1,GO:1903900
psmc3,GO:1903900
psmd10,GO:1903900
psmd10,GO:1903900
pten,GO:1903900
pth,GO:1903900
ptk2,GO:1903900
ptpn1,GO:1903900
ptpn1,GO:1903900
ptpn11,GO:1903900
ptprn,GO:1903900
map4k2,GO:1903900
rab27a,GO:1903900
rac1,GO:1903900
rad23a,GO:1903900
rad51,GO:1903900
raf1,GO:1903900
ralb,GO:1903900
rap2a,GO:1903900
rap2a,GO:1903900
rara,GO:1903900
rara,GO:1903900
rarres2,GO:1903900
kdm5a,GO:1903900
rel,GO:1903900
rela,GO:1903900
rela,GO:1903900
upf1,GO:1903900
rest,GO:1903900
rest,GO:1903900
rfc2,GO:1903900
rfc3,GO:1903900
rfc4,GO:1903900
rfc5,GO:1903900
rfx3,GO:1903900
rfx4,GO:1903900
rfx5,GO:1903900
rln2,GO:1903900
rmrp,GO:1903900
rnasel,GO:1903900
rnf4,GO:1903900
rnf6,GO:1903900
robo1,GO:1903900
rock1,GO:1903900
rora,GO:1903900
rpl5,GO:1903900
rpl11,GO:1903900
rpl26,GO:1903900
mrpl12,GO:1903900
rps2,GO:1903900
rps3,GO:1903900
rps3,GO:1903900
rps4x,GO:1903900
rps6ka1,GO:1903900
rps6ka3,GO:1903900
rps6kb1,GO:1903900
rps6kb2,GO:1903900
rps7,GO:1903900
rreb1,GO:1903900
rxra,GO:1903900
rxrb,GO:1903900
ryk,GO:1903900
s100a7,GO:1903900
s100a8,GO:1903900
s100a9,GO:1903900
saa1,GO:1903900
sall2,GO:1903900
sall1,GO:1903900
serpinb3,GO:1903900
ccl3,GO:1903900
ccl5,GO:1903900
ccl19,GO:1903900
ccl19,GO:1903900
ccl21,GO:1903900
sdcbp,GO:1903900
sele,GO:1903900
semg1,GO:1903900
semg2,GO:1903900
setmar,GO:1903900
sfpq,GO:1903900
sfrp1,GO:1903900
sfrp1,GO:1903900
sfrp4,GO:1903900
tra2b,GO:1903900
sgta,GO:1903900
shc1,GO:1903900
shc1,GO:1903900
shh,GO:1903900
shox,GO:1903900
six1,GO:1903900
six1,GO:1903900
slamf1,GO:1903900
slc9a1,GO:1903900
smarca1,GO:1903900
smarca2,GO:1903900
smarca2,GO:1903900
smarca4,GO:1903900
smarca4,GO:1903900
smarcb1,GO:1903900
smarcb1,GO:1903900
smarcc1,GO:1903900
smarcc2,GO:1903900
smarcd1,GO:1903900
smarcd3,GO:1903900
smpd1,GO:1903900
